rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
274,politecnico di milano,it,17,17,33.33,0.3027803968086537,0.6279299801214707,1.0,0.5411764705882354,True,0.23529411764705882,-0.2227775489031199,0.5882352941176471,0.0,5.9,5.9,0.0,0.0,0.0,52.9,11.8,23.5
275,moscow institute of physics and technology,ru,20,18,32.48,0.26399752565224477,0.6883352316123604,1.0,0.49,True,0.15,-0.12668582285161653,0.3,0.0,15.0,25.0,5.0,0.0,10.0,20.0,15.0,10.0
276,university of bergen,no,17,14,32.43,0.2769434615229264,0.7117137639052545,1.0,0.4,True,0.0,-0.23463226782464092,0.17647058823529413,0.0,11.8,35.3,5.9,0.0,5.9,29.4,0.0,11.8
277,university of oslo,no,41,35,32.03,0.2714156294731784,0.6964493322048264,1.0,0.44390243902439025,True,0.07317073170731707,-0.2511388648276346,0.2926829268292683,0.0,17.1,26.8,0.0,2.4,4.9,22.0,2.4,24.4
278,ankara university,tr,16,16,30.24,0.27484614876932045,0.6828724795692893,1.0,0.4375,True,0.0625,-0.24095474507551276,0.0625,0.0,31.2,0.0,0.0,0.0,0.0,6.2,6.2,56.2
279,university of rajasthan,in,18,17,30.19,0.26889637834559765,0.8364055069603794,1.0,0.09443938012762078,False,1.0,0.08243366354976109,0.1111111111111111,0.0,94.4,0.0,0.0,0.0,0.0,0.0,0.0,5.6
280,banaras hindu university,in,24,21,30.12,0.3058780198964399,0.7962138469203276,1.0,0.08842297174111212,False,0.6666666666666666,0.0688572086830562,0.16666666666666666,0.0,70.8,0.0,0.0,4.2,0.0,8.3,0.0,16.7
281,national technical university of athens,gr,41,37,28.82,0.2965038449457318,0.6079247420408922,1.0,0.5317073170731708,True,0.21951219512195122,-0.13493332235539807,0.5121951219512195,0.0,14.6,2.4,2.4,0.0,7.3,24.4,22.0,26.8
282,charles university,cz,83,69,28.53,0.31309542820950326,0.6216835850921789,1.0,0.45060240963855425,True,0.08433734939759036,-0.3459586446702744,0.39759036144578314,0.0,10.8,13.3,3.6,1.2,1.2,30.1,8.4,31.3
283,university of warsaw,pl,23,21,28.16,0.2732783084571975,0.6751955642905678,1.0,0.42608695652173917,True,0.043478260869565216,-0.27917015344792834,0.21739130434782608,0.0,26.1,13.0,0.0,0.0,0.0,13.0,17.4,30.4
284,university of madras,in,15,15,23.73,0.2987831208830522,0.7623831218426975,1.0,0.0829535095715588,False,0.5333333333333333,0.05586576332948459,0.26666666666666666,0.0,73.3,0.0,0.0,0.0,0.0,0.0,20.0,6.7
285,university of sussex,gb,22,22,21.72,0.34697805721244956,0.6746049824879623,1.0,0.1267092069279854,False,0.6818181818181818,0.14786081310619578,0.7727272727272727,0.0,31.8,4.5,0.0,0.0,0.0,36.4,18.2,9.1
286,university of bucharest,ro,22,22,20.41,0.2743356267632554,0.7746049824879623,1.0,0.06599817684594349,False,0.36363636363636365,0.009179809521370569,0.5,0.0,59.1,9.1,0.0,4.5,0.0,9.1,4.5,13.6
287,moscow state university,ru,60,57,19.98,0.2897784156255261,0.7297926158061803,1.0,0.12233363719234275,False,1.0,0.1334969382232099,0.55,0.0,31.7,21.7,3.3,3.3,1.7,11.7,10.0,16.7
288,bharathidasan university,in,15,13,18.72,0.3005223792555993,0.7066688361284119,1.0,0.12725615314494074,False,1.0,0.1495932204444666,0.06666666666666667,0.0,46.7,0.0,0.0,6.7,0.0,0.0,26.7,20.0
289,institut teknologi bandung,id,17,12,14.55,0.2761638480306138,0.7319840341755248,1.0,0.0658158614402917,False,0.6470588235294118,0.006630602570865951,0.058823529411764705,0.0,47.1,11.8,0.0,0.0,0.0,0.0,11.8,29.4
290,university of zagreb,hr,15,13,12.93,0.2667397959938538,0.7509545504141262,1.0,0.020419325432999087,False,0.3333333333333333,-0.018901994745311568,0.13333333333333333,0.0,60.0,0.0,0.0,0.0,0.0,6.7,0.0,33.3
291,manonmaniam sundaranar university,in,16,15,10.4,0.269330008063384,0.7300947017915116,1.0,0.021330902461257975,False,0.3125,-0.010406385432153165,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,31.2,6.2
